date,nifty_close,midcap_close,smallcap_close,india_vix,usdinr,gilt10y,fii_net_cr,dii_net_cr,sip_total_cr,regime_true
2007-10-26,5702.2998046875,10485.000997681975,4396.542923529049,19.22823180327705,45.000413056868226,7.271212515105175,-173.44478707586777,262.5380123515463,3134.7175096590763,2
2007-10-29,5905.89990234375,10923.805993679362,4624.613595492378,19.79327643336207,44.998045954013676,7.2748552119000145,-329.4085571428847,171.56303689378777,3136.3017096682397,2
2007-10-30,5868.75,10941.815134439472,4581.713964646211,17.981434941501245,44.99995660438183,7.2778724622096425,-822.7383875626391,474.1822651796565,3019.423425248649,2
2007-10-31,5900.64990234375,10989.55359967729,4624.653775941232,16.296111295575777,45.005315466178374,7.28161992319568,-193.74820304043612,585.9121506413115,3169.777662373667,2
2007-11-01,5866.4501953125,10897.36115024321,4606.5615581561315,21.041485231919285,45.00299989556592,7.284936163395149,587.9017710236385,497.38979874792597,3128.102407457055,2
2007-11-02,5932.39990234375,10997.099971232152,4711.3831842547725,21.928262846977297,45.004168832130915,7.28660658829394,-834.8173574998988,778.9114927379765,3170.0267180922824,2
2007-11-05,5847.2998046875,10851.638147549862,4583.797242956021,16.415650085003687,45.00733645149415,7.290100643257723,-159.62471746402687,229.50572968447304,3173.6765193659535,2
2007-11-06,5786.5,10776.784292420383,4514.524127709138,20.737852321852433,45.00704622930965,7.292758517047286,-172.4552581638701,217.06723560380692,2962.196777927005,2
2007-11-07,5782.35009765625,10763.379026856057,4533.6632459209095,22.166365829690353,45.01172740807432,7.29474239212111,-34.905811294272056,711.363468670773,3213.0381014032528,2
2007-11-08,5698.75,10558.015437404803,4497.205876448465,21.191822093524646,45.01103834305007,7.298196575596684,-535.0899829575721,449.86491836144023,3198.9543043934195,2
2007-11-12,5617.10009765625,10358.702096804978,4426.917390029783,19.16665964264787,45.01128945894047,7.301877940103984,-720.0442363199815,325.9003778373352,3212.5986514126,2
2007-11-13,5695.39990234375,10546.17058692019,4493.692374473089,18.113007260498485,45.00890999635119,7.304153770376081,-701.4390627178504,953.9563434684346,3185.285053572923,2
2007-11-14,5937.89990234375,11084.767594645618,4750.791782627712,20.16195615869998,45.0098897674224,7.306562179588989,382.37350333259144,573.3191642148048,3205.1976887119013,2
2007-11-15,5912.10009765625,11055.909294290777,4750.7836630742295,20.495570117693763,45.0104988362589,7.307933601333233,-543.0743897447428,342.836747819775,3218.20052048809,2
2007-11-16,5906.85009765625,11015.75161706306,4735.49378321999,20.191615022311797,45.013006539993434,7.308886973386539,-349.8248766612692,194.21655590580997,3229.7873823934488,2
2007-11-19,5907.64990234375,11027.628462267321,4745.659127139394,19.639730739764868,45.01169792187216,7.311402310629181,691.8530394451896,797.9538014751606,3247.8207190043713,2
2007-11-20,5780.89990234375,10775.443444521816,4657.911712172215,17.834696551754487,45.010251934998514,7.314951546234287,-443.7022627105824,462.0991062669007,3240.4937928817158,2
2007-11-21,5561.0498046875,10343.011493671926,4500.8823601638705,20.845376582617703,45.01223941135221,7.317134986472661,-13.040160819629563,407.3550758615281,3346.7160790562143,2
2007-11-22,5519.35009765625,10293.868267472668,4480.4829841097335,20.94170898882705,45.01703098282243,7.32131900010755,275.5246706502027,602.882928236527,3185.4392161506003,2
2007-11-23,5608.60009765625,10487.983850249238,4569.483329278533,20.401644250923344,45.01951801356533,7.3238696493552595,256.28807479169717,664.0263570561923,3213.1481182554803,2
2007-11-26,5731.7001953125,10773.497246451472,4689.912072615969,20.221987290142515,45.02566025031116,7.326423855770453,-682.6305428174722,564.9609953472691,3352.2649496472845,2
2007-11-27,5698.14990234375,10707.245554716255,4672.685961091208,23.35849897549221,45.027926172724825,7.328889461535237,-435.3409790805995,665.1926726895831,3237.487573053841,2
2007-11-28,5617.5498046875,10554.13461168001,4590.854032844024,18.751242430853207,45.03008405129239,7.332625222555612,-29.054409499205946,535.4123076708046,3313.1852626653927,2
2007-11-29,5634.60009765625,10616.204327005995,4612.8511356392255,22.562870194913312,45.032721929934404,7.334419940641465,621.6069829533169,566.4671750290679,3266.460831355071,2
2007-11-30,5762.75,10821.886904366704,4710.485318533804,18.531951061556324,45.037786442201735,7.337044058580301,-454.6042634564782,180.5086435469695,3247.8183842320723,2
2007-12-03,5865.0,11021.07727389144,4849.449550899818,22.217901145912855,45.04209915240009,7.339249203426262,-347.4451936444308,943.1061644852678,3332.19152675464,2
2007-12-04,5858.35009765625,10986.649496688127,4809.838471070397,22.466735100161088,45.039444517700765,7.341439580124029,17.829768560401817,29.897002302789133,3306.720907216028,2
2007-12-05,5940.0,11127.910726566457,4878.294429111856,19.413897593196236,45.042446263363594,7.344226096388985,97.86329093935063,492.8132843492422,3177.274048692855,2
2007-12-06,5954.7001953125,11145.97138171166,4895.6690774501985,23.321926108121666,45.04384233288099,7.346863541452335,122.10160172109477,-1.0301174535823066,3294.281583083097,2
2007-12-07,5974.2998046875,11253.49203857695,4974.110775867104,20.93807177349218,45.04386022783332,7.350665376790383,-488.54234593392005,370.56137834921344,3222.507914494289,2
2007-12-10,5960.60009765625,11186.332739899375,4947.877962113305,18.245455117718866,45.039141440366954,7.353404151568805,-362.81925477376217,228.61190863957452,3376.7115789615063,2
2007-12-11,6097.25,11516.536233622888,5065.603737060698,19.25168681122158,45.03512095763617,7.356708080488006,-63.79952007921257,440.7267614031951,3413.7136308516406,2
2007-12-12,6159.2998046875,11568.0479733638,5110.92523440072,18.7655246122133,45.03462755597583,7.359629122263201,604.9245250513126,402.5273044072935,3426.895092974584,1
2007-12-13,6058.10009765625,11345.643546399331,5061.269618328831,18.3461294037533,45.030833781450525,7.363780520607759,4.606367152629062,13.099889101622352,3331.802630006814,1
2007-12-14,6047.7001953125,11331.6136867426,4966.340495719047,14.383919197241418,45.030402510994264,7.366225116962902,91.07923996647223,291.1756635145273,3282.614768392592,1
2007-12-17,5777.0,10812.517019611036,4678.3889220452575,16.221485375619007,45.03314553475255,7.368671858139182,-310.3713748557638,718.1022667368846,3339.6052057488732,1
2007-12-18,5742.2998046875,10771.912800105327,4721.53331421852,16.907045965553024,45.03200266578218,7.3721625298117734,845.290732756897,-93.67952925043824,3260.843523107769,1
2007-12-19,5751.14990234375,10824.486121373977,4747.073617271419,15.484790821848783,45.032853053590436,7.374591469841366,161.70517885668392,43.783869251380054,3484.4879807682955,1
2007-12-20,5766.5,10841.18008793154,4730.8046108750905,21.215599446749437,45.0302431977156,7.377834103458569,531.1019118226968,558.2263943746004,3413.0320960099,1
2007-12-24,5985.10009765625,11281.925556077991,4949.735498785472,16.96732748681065,45.03173949957051,7.382915548134679,111.95888322704023,323.266443973926,3358.79112908675,1
2007-12-26,6070.75,11500.326356201109,5037.5078898918755,16.3763756181939,45.03386390574492,7.384679403360552,134.10682609736483,345.34647894736935,3410.1826483784266,1
2007-12-27,6081.5,11513.935233642484,5073.917432370849,18.881702088516178,45.03019510297388,7.388953148616225,-500.1235563408243,606.6907046076982,3315.630019733642,1
2007-12-28,6079.7001953125,11451.603612546824,5128.406890942664,15.76957293032233,45.02853944408408,7.391202272963486,-760.3047478770268,61.77938946051225,3279.2997492002182,1
2007-12-31,6138.60009765625,11521.943903452931,5200.4851923071055,18.514855221234647,45.02533793328186,7.395280528074837,600.7620847343836,144.19943097072135,3209.9930997136917,1
2008-01-01,6144.35009765625,11491.480545806386,5189.499371990485,13.16453520883403,45.02746557767232,7.398706385146599,131.22328570496802,107.20744005994842,3369.303818584825,1
2008-01-02,6179.39990234375,11586.833577415546,5249.878922626133,15.592691907508868,45.02855759735396,7.402045748083068,182.5712491946473,195.5390857993312,3354.7433667846485,1
2008-01-03,6178.5498046875,11591.682248994914,5227.067504697266,18.598140836754492,45.02900846197125,7.404633033571129,-399.62150088016426,701.8566254843035,3408.859225332186,1
2008-01-04,6274.2998046875,11823.58913603903,5292.2685224228235,19.640395441179344,45.02922361735683,7.407119981595621,-261.22567111744945,-210.3240286573536,3379.754493404986,1
2008-01-07,6279.10009765625,11813.33743457329,5241.489007428363,14.953408573988014,45.030792123663126,7.409134617271629,524.9208004539939,-58.26564327302191,3415.994510081071,1
2008-01-08,6287.85009765625,11838.964951166203,5201.188012664666,14.720356727562702,45.03242067813916,7.411876717838208,796.0575083365746,-109.70492018795375,3443.949118689412,1
2008-01-09,6272.0,11835.763378129717,5157.662601304509,17.63489286074092,45.03153394565772,7.414427801496057,-148.50960550902076,720.5081852057904,3294.90806679016,1
2008-01-10,6156.9501953125,11584.993727945492,5009.8434847360095,15.253932210164574,45.03022715524611,7.417352974745549,368.59331534522227,115.68001959007103,3458.146680923878,1
2008-01-11,6200.10009765625,11695.999659950854,5061.657921499741,15.962844164489212,45.030650169661,7.418675623849182,176.00997307264203,201.9979061745004,3376.4481118085305,1
2008-01-14,6206.7998046875,11678.946876805818,5031.883502020743,18.252810049474316,45.030680964967,7.421430711702812,51.78842396890975,-184.3902533762809,3444.4711573586846,1
2008-01-15,6074.25,11391.237918045497,4812.928212491414,15.411795636771975,45.037463011642146,7.42542493527406,840.7836080713278,221.2841891502244,3484.03477264199,1
2008-01-16,5935.75,11092.134115380903,4653.784695603329,12.569148496928628,45.036911327625035,7.429099671572858,-81.2806584091008,559.9565162525901,3489.659297800195,1
2008-01-17,5913.2001953125,10993.167908214178,4619.520287592032,13.897831128788237,45.03838032356138,7.431852467621912,596.2850548069943,375.88711448188894,3433.18085464249,1
2008-01-18,5705.2998046875,10596.749552992718,4412.616116458011,20.01991117144056,45.04037810302623,7.437143775838878,2.5693268168194834,367.6407846104123,3441.628471590972,2
2008-01-21,5208.7998046875,9602.313993983907,4029.7899010136653,24.27315370305423,45.04517967589807,7.4392943978278865,-906.7557289459276,430.53434236447777,3251.0039682060406,3
2008-01-22,4899.2998046875,8995.446717470675,3731.797211838586,27.40567916540536,45.04334612212283,7.441934775598849,-351.1931307867686,801.6143738076084,3102.689086909715,3
2008-01-23,5203.39990234375,9658.903519133939,4052.372012924654,25.215806967512016,45.047965065610256,7.443210374279799,-783.9462006307888,944.0744291777646,3142.4578901101586,3
2008-01-24,5033.4501953125,9343.04215992145,3895.9517886475082,31.279878013731196,45.04812287888729,7.445531905858188,-938.5710119649123,602.4525428900085,3190.2043235739498,3
2008-01-25,5383.35009765625,10125.840664375222,4233.271828958166,32.330285189531345,45.056226914576236,7.450043929441275,-348.22313080718686,1096.4673473933644,3127.1795660715593,3
2008-01-28,5274.10009765625,9896.451567108228,4100.479377265925,25.883605795315862,45.057914721233914,7.452401689631877,-400.29509849124327,1165.520563993521,3200.0330476853233,3
2008-01-29,5280.7998046875,9885.15176079777,4104.5626988158365,28.513517360075838,45.05482793384586,7.45359612108981,-419.21467153844975,741.4053874037714,3201.184784466574,3
2008-01-30,5167.60009765625,9650.17258248055,3972.8750778097906,26.079192536006296,45.05483645782793,7.457189393265452,-2455.121736647866,1117.7496581315113,3232.535832043395,3
2008-01-31,5137.4501953125,9491.853845369602,3951.1985343189153,27.381368795890978,45.05944526589992,7.460298876808118,-723.9293497046358,867.07812075479,3227.935620291376,3
2008-02-01,5317.25,9779.114332997051,4111.92033595719,31.606938655911613,45.06028988936315,7.463848785553475,-815.1531227720121,1244.141394473644,3305.5249946537942,3
2008-02-04,5463.5,9999.829315677589,4213.924025205248,27.066622904547028,45.060711013140356,7.4662699759081494,-913.9453016341944,1510.2451980174242,3278.150383937604,3
2008-02-05,5483.89990234375,9981.084792319,4270.803393756424,27.427925075525774,45.06346800463196,7.467980061608751,-656.0881464109286,571.900355420026,3241.095194908697,3
2008-02-06,5322.5498046875,9686.427373511113,4138.512859957974,26.114941465544607,45.06303301155996,7.470512605385873,-795.7772509981888,1130.8453210639998,3228.7393824380065,3
2008-02-07,5133.25,9264.321321225454,3949.6430092134597,30.292378755329725,45.063000812032605,7.47378256435431,-628.8770330691275,1291.4893698488183,3252.006000365622,3
2008-02-08,5120.35009765625,9217.808506124522,3942.9099799745395,21.473466594951947,45.06076678850281,7.476424287689037,-1007.1847231019971,608.7958978944503,3257.8533111490688,3
2008-02-11,4857.0,8778.955490607908,3704.1216631857756,27.114405356936757,45.066553250845715,7.479525218824949,-300.727747929403,727.4637995344019,3428.947637285579,3
2008-02-12,4838.25,8723.088872509714,3658.324863414663,27.908227811729084,45.06348541700797,7.481700291586842,-588.4223232908696,724.0868705312389,3173.897287822196,3
2008-02-13,4929.4501953125,8945.345233159562,3744.393364609684,26.67784534029817,45.06459381698726,7.484836183656127,-682.9893637940639,860.1656284391634,3213.243607101141,3
2008-02-14,5202.0,9453.175507180315,3978.952665040908,29.727091015462335,45.06663347063151,7.487542859156936,-702.5179065172545,793.0903481338136,3208.238406389879,3
2008-02-15,5302.89990234375,9645.139369483592,4038.162942430747,30.40405456794095,45.06719251727175,7.48954555799005,-437.08747700257453,840.5146235834753,3300.9720796513325,3
2008-02-18,5276.89990234375,9538.733199850512,3956.26893152206,25.17592097424097,45.06403092888528,7.492392953621459,-491.3248852258042,1151.3964984834506,3303.091404482701,3
2008-02-19,5280.7998046875,9527.091213474649,3947.019701140237,32.18697330754161,45.06163463680215,7.4947125690997325,-945.1088214185152,331.2564834341531,3254.947229961149,3
2008-02-20,5154.4501953125,9326.524590775321,3854.926932478689,25.15348235129297,45.063802187557215,7.498034892765062,-503.87584767068154,607.8319735075872,3356.4810260281574,3
2008-02-21,5191.7998046875,9304.230818942811,3864.357475925917,30.577261363351685,45.06206254963143,7.501612049876798,-830.3791039831822,1100.97842286296,3326.4948902688056,3
2008-02-22,5110.75,9169.69050074526,3879.6636508336987,28.299655397071387,45.05644649796396,7.504816418306255,-133.22928339986856,1065.8328445862624,3368.8219748501115,3
2008-02-25,5200.7001953125,9362.292280367301,3994.186250697068,26.99259780577237,45.058207432932335,7.505883081408937,-460.9088755812138,582.4373417899828,3391.1824020713125,3
2008-02-26,5270.0498046875,9466.823252207443,4106.538415962651,27.18126614064833,45.056189946792465,7.507618770489245,-1150.2437274246774,1067.9105850911008,3174.837743190781,3
2008-02-27,5268.39990234375,9381.80965444522,4134.481552775272,27.932974418679372,45.05868360461317,7.509681452224905,32.28427578010621,1298.0600870459327,3366.4110826892206,3
2008-02-28,5285.10009765625,9418.65518136907,4220.02723208159,28.416835723727562,45.0586787407185,7.51158318500358,-1740.815934395932,885.2920456603471,3239.768366648287,3
2008-02-29,5223.5,9269.175108226045,4132.043385326007,26.15969129725695,45.05852930373296,7.5137371625301075,-645.0581037323832,597.6116933808341,3346.882379933231,3
2008-03-03,4953.0,8768.157789903807,3794.615820966635,27.532120084643218,45.05928601828201,7.517358002646598,-1178.4989317781144,1162.4862768942742,3330.1060357548213,3
2008-03-04,4864.25,8598.154286940267,3699.012611848981,26.458654354144812,45.05647053829183,7.520751005335668,-147.12788253079214,1416.9136292912622,3337.648077326691,3
2008-03-05,4921.39990234375,8794.109278165697,3770.4284695087163,25.569900945852254,45.05459417902904,7.523020248336628,-798.8775738818853,634.1579089681306,3263.7903073154725,3
2008-03-07,4771.60009765625,8492.332214295893,3640.154607381823,26.365376595084207,45.05441440688277,7.5263038718844495,-1217.5181860348484,911.7756221850101,3418.085426062182,3
2008-03-10,4800.39990234375,8496.564592695433,3675.7169904736215,25.70005073460912,45.05158137810846,7.529323268863777,-1006.5978848878333,1227.0466904661062,3267.199945350505,3
2008-03-11,4865.89990234375,8634.335343463403,3781.0813455460357,27.159690174498962,45.05432283108685,7.531979679505552,-1185.5725834662367,934.6076144889558,3408.870874076499,3
2008-03-12,4872.0,8657.670775426615,3799.8170765755112,28.86494981093683,45.05400069414538,7.535815877678761,-1022.3107914280315,375.81110009757447,3266.8427411288885,3
2008-03-13,4623.60009765625,8252.507771657243,3600.0974056539562,28.241420708355925,45.05025238434043,7.537841248356737,-1031.459046355802,1033.0253156357394,3366.65143067789,3
2008-03-14,4745.7998046875,8538.627732032737,3684.8149495671983,31.9486895533213,45.04917529740406,7.540579357896273,-1200.4623474804218,606.3574091031303,3494.2602371402722,3
2008-03-17,4503.10009765625,8088.858725399977,3431.4876663720247,23.579093972560166,45.05007890509883,7.542212520320303,-791.9744753669504,518.7832203017958,3536.7665078923546,3
2008-03-18,4533.0,8220.008963628648,3509.5531883433446,28.938681932428377,45.049340633738296,7.543892275428387,-743.5103346373071,381.67560270426145,3272.459700583354,3
2008-03-19,4573.9501953125,8243.095133026038,3551.02893062718,28.012840477048705,45.05114008139748,7.545212846520511,-1298.522556510387,1257.1221879497043,3338.9257330155715,3
2008-03-24,4609.85009765625,8282.716868328122,3564.5822551160327,29.631340684743932,45.05346219044602,7.546906966563437,-1563.307505217599,649.5866042947721,3355.893681217489,3
2008-03-25,4877.5,8780.014522727195,3800.477965315954,29.432930408620816,45.06126729127388,7.549668674923915,-775.6174191401714,1000.0008540743615,3549.207311302639,3
2008-03-26,4828.85009765625,8663.921209011773,3733.385671028331,27.670016499729645,45.06531922387796,7.552043418682823,-687.2317795521865,1073.686329173821,3396.092948858802,3
2008-03-27,4830.25,8595.391546674631,3710.9309015985145,28.34530256971351,45.06101011284487,7.554449385008354,-607.9132952155064,948.54569694456,3478.632214673147,3
2008-03-28,4942.0,8850.607422454006,3771.5911569509403,26.51186157416303,45.06052941538987,7.5568246587282815,-679.5302473623489,988.9712339921915,3430.577016747443,3
2008-03-31,4734.5,8439.870805051296,3538.1667529648817,29.22735995870891,45.060329491512526,7.561270426963501,-270.9132897052041,1014.314426219849,3332.9319384959585,3
2008-04-01,4739.5498046875,8375.538886032711,3536.4860889271363,24.2422478957546,45.0626547042798,7.562804850752288,-501.1728452274947,941.4293059936181,3292.3391139174855,3
2008-04-02,4754.2001953125,8353.01163244661,3530.736830574702,29.553652877298635,45.060453946067696,7.564230929258496,171.93127856623028,671.9521457051928,3382.242832494084,3
2008-04-03,4771.60009765625,8402.498672536265,3581.790796684369,27.953653111527778,45.059460189575105,7.5660542359467495,340.2588787331779,645.1988513545232,3587.81601677876,3
2008-04-04,4647.0,8205.738629923511,3480.4624146036604,27.02587592433782,45.05632695394738,7.568649617419984,-1603.2410350578855,868.5055367472221,3451.3171332234974,3
2008-04-07,4761.2001953125,8532.195107526466,3593.1996243178887,27.534933601106548,45.0551201567769,7.571830201645345,-1778.8554524943384,862.150785585295,3510.829771507733,3
2008-04-08,4709.64990234375,8579.880305807857,3523.174345580012,27.68160753082324,45.05402526013514,7.575113128360463,-902.956519138686,1028.7959197279724,3345.361371155255,3
2008-04-09,4747.0498046875,8676.70330830258,3553.036095230406,30.594607520961002,45.05368624269658,7.578720621555843,-698.3070280478713,1230.4950201495478,3425.2947012380837,3
2008-04-10,4733.0,8597.304841048583,3551.961037039849,34.466987326497026,45.05072670448582,7.581273742941709,-930.3540036022889,1003.1716081708471,3506.196084328758,3
2008-04-11,4777.7998046875,8576.864821767474,3615.7673965388713,30.439741648300764,45.05427278170402,7.583537277047569,-618.567821576896,656.7348842648516,3381.6703680284427,3
2008-04-15,4879.64990234375,8794.476118054337,3706.321682923123,26.869348428220487,45.05628942329252,7.587829077548988,-1008.0968301593501,245.65325558081508,3457.3853239888995,3
2008-04-16,4887.2998046875,8766.789404318499,3749.5404926245897,29.25956364857056,45.05254293397437,7.587701683171969,-1177.5803053656493,669.3188382362029,3405.5177903955264,3
2008-04-17,4958.39990234375,8886.037555270123,3815.847225341028,29.346658332114966,45.05322085279188,7.590419720006526,-1117.1563439404179,496.6528915420423,3528.584740197329,3
2008-04-21,5037.0,9009.195234955412,3916.9787547792594,26.14967855510556,45.04912508815265,7.593503458200046,-980.0673476256816,680.8883392917603,3503.61233092726,3
2008-04-22,5049.2998046875,9025.799461222728,3911.192168974736,25.478401405558635,45.05375185533073,7.59802931651913,-562.5950623759402,972.6830966595634,3528.1781041413087,3
2008-04-23,5022.7998046875,9031.422513416104,3823.7477645206895,27.873438142166425,45.0591941804502,7.599019357368518,-1094.696278666332,925.3171523516028,3546.023424565584,3
2008-04-24,4999.85009765625,8994.615866462216,3812.0356393238367,29.61541520540287,45.05962696856854,7.601248249098846,-1015.5874811666821,1457.453285081463,3474.1104850892143,3
2008-04-25,5111.7001953125,9209.928726004791,3941.40035344805,24.776383464797142,45.05766903306647,7.6025380802631455,-671.9132623822586,1044.9244656246558,3564.8200796097635,3
2008-04-28,5089.64990234375,9109.548319644493,3941.4070431648797,26.558204264691188,45.056276225083685,7.603385646912984,-979.5185590180758,1472.7501849944106,3458.115927900557,3
2008-04-29,5195.5,9227.165194721338,4056.392411461097,29.145303417980813,45.055514998836856,7.6058253555513655,-453.31577974184415,1114.541821196978,3547.9478689054454,3
2008-04-30,5165.89990234375,9142.803269762555,4016.1350875201856,28.08344722654116,45.05579451712908,7.60930106462146,-1267.8024928940245,1225.7120229915104,3370.4808128077884,3
2008-05-02,5228.2001953125,9261.909609202256,4045.200821276815,30.83254724119799,45.0605059260713,7.613148020177949,-1354.5455025861947,792.3293185137125,3461.045869909395,3
2008-05-05,5192.25,9290.143493093157,4031.9305266777383,25.177265091847314,45.063972731502226,7.6152554936747405,-778.1483863926629,577.6472150012125,3681.138927177666,3
2008-05-06,5144.64990234375,9204.121426883346,4003.152970271277,32.70432986689891,45.06748574501343,7.618559716242905,-738.2846150940815,765.3120327597361,3565.937049499914,3
2008-05-07,5135.5,9240.457722775307,3974.5040305521106,24.92401511286084,45.06859747982545,7.620998033588856,-1245.9837976333652,896.4391407966003,3570.717783787574,3
2008-05-08,5081.7001953125,9116.359743190966,3951.0653112668147,15.941672562343479,45.065736644653626,7.624188972828825,387.4381605309702,211.55233479849363,3735.5693725356227,2
2008-05-09,4982.60009765625,8880.690342782516,3839.2859883941633,19.882174441005386,45.06402647452473,7.627976132660333,619.9747239080904,99.6572726587446,3719.976506673368,2
2008-05-12,5012.64990234375,8905.355805214504,3853.6563801459615,17.731082143507983,45.06480863831419,7.630412895640845,-401.14168513628624,525.0513077262278,3788.1232554898234,2
2008-05-13,4957.7998046875,8773.320878401142,3840.913216994041,19.92248867191024,45.06180533802365,7.634119161998757,444.92026909247636,98.3808501408243,3808.1902712492597,2
2008-05-14,5011.75,8954.886383299548,3911.730682924153,19.852546242090668,45.06331728687531,7.635533714968282,-1102.852868800289,-60.047584435559145,3964.5640766438346,2
2008-05-15,5115.25,9130.590935963828,4001.2772113511282,19.60845157578514,45.06633265743954,7.638816083757472,280.44490668721,63.37416583072127,3901.329661573384,2
2008-05-16,5157.7001953125,9245.27862279272,4048.2974119649816,18.315177935606442,45.06856869361542,7.642473883057008,-493.105108451367,329.69335352102553,3836.80527882274,2
2008-05-20,5104.9501953125,9108.892408409652,4002.6323901603328,20.86531230515938,45.07068426203417,7.646026475791353,240.42907278885582,102.72426767064303,3838.5545850204667,2
2008-05-21,5117.64990234375,9167.951891807708,3949.0057082582807,19.36532577046566,45.0656854140843,7.647462085260982,-534.5103943826663,331.573029004447,3896.771474086225,2
2008-05-22,5025.4501953125,9001.90380858448,3843.5858826517547,22.207329741509525,45.070285481474315,7.649875142057839,-177.3950138507181,580.133291583763,3742.240598961579,2
